,date,dest_city,origin_city,DepDelay
1,2001-01-31,Las Vegas,Los Angeles,5.613168724279835
2,2001-01-31,San Francisco,Los Angeles,6.1834451901566
3,2001-01-31,Chicago,Minneapolis,-0.2786259541984733
4,2001-01-31,Los Angeles,San Francisco,2.419753086419753
5,2001-02-28,Minneapolis,Chicago,0.7097826086956521
6,2001-02-28,Las Vegas,Los Angeles,8.158886894075405
7,2001-02-28,San Francisco,Los Angeles,9.5683192261185
8,2001-02-28,Chicago,Minneapolis,1.0805084745762712
9,2001-02-28,Los Angeles,San Francisco,8.260765550239235
10,2001-03-31,Minneapolis,Chicago,-0.195077484047402
11,2001-03-31,Las Vegas,Los Angeles,6.082786885245902
12,2001-03-31,San Francisco,Los Angeles,6.7540453074433655
13,2001-03-31,Chicago,Minneapolis,-0.18116591928251122
14,2001-03-31,Los Angeles,San Francisco,5.3941441441441444
15,2001-04-30,Minneapolis,Chicago,1.7212787212787213
16,2001-04-30,Las Vegas,Los Angeles,5.0144274120829575
17,2001-04-30,San Francisco,Los Angeles,11.258663366336634
18,2001-04-30,Chicago,Minneapolis,1.9074975657254138
19,2001-04-30,Los Angeles,San Francisco,6.2791612057667106
20,2001-05-31,Minneapolis,Chicago,-0.05335786568537258
21,2001-05-31,Las Vegas,Los Angeles,3.1881765195670275
22,2001-05-31,San Francisco,Los Angeles,3.693396226415094
23,2001-05-31,Chicago,Minneapolis,-0.29199648197009676
24,2001-05-31,Los Angeles,San Francisco,1.4120317820658344
25,2001-06-30,Minneapolis,Chicago,1.9954462659380692
26,2001-06-30,Las Vegas,Los Angeles,2.977796754910333
27,2001-06-30,San Francisco,Los Angeles,1.097534833869239
28,2001-06-30,Chicago,Minneapolis,2.449725776965265
29,2001-06-30,Los Angeles,San Francisco,-0.3340358271865121
30,2001-07-31,Minneapolis,Chicago,0.9809193408499567
31,2001-07-31,Las Vegas,Los Angeles,3.479394449116905
32,2001-07-31,San Francisco,Los Angeles,5.802554027504912
33,2001-07-31,Chicago,Minneapolis,1.8814432989690721
34,2001-07-31,Los Angeles,San Francisco,5.192771084337349
35,2001-08-31,Minneapolis,Chicago,1.1843670348343245
36,2001-08-31,Las Vegas,Los Angeles,4.723404255319149
